,Lista/Pacto,Partido,Votos,Porcentaje,Electo,Region,Distrito,Comuna,Lista Electoral,Local,Mesa
26,PARTIDO DEMOCRATA CRISTIANO,,2.0,"1,47%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
27,15. NINEN GOMEZ VILLEGAS,PDC,2.0,"1,47%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
30,PARTIDO SOCIALISTA DE CHILE,,4.0,"2,94%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,4.0,"2,94%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
35,AN.DIGNIDAD AHORA,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
37,PARTIDO HUMANISTA,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
42,AR.APRUEBO DIGNIDAD,,31.0,"22,79%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
44,CONVERGENCIA SOCIAL,,31.0,"22,79%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,26.0,"19,12%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,5.0,"3,68%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
50,CANDIDATURA INDEPENDIENTE,,59.0,"43,38%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,59.0,"43,38%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
56,Válidamente Emitidos,,136.0,"95,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
57,Votos Nulos,,4.0,"2,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
58,Votos en Blanco,,3.0,"2,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
59,Total Votación,,143.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,126V
1,AA.CHILE PODEMOS +,,23.0,"22,12%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,4.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,4.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
7,UNION DEMOCRATA INDEPENDIENTE,,0.0,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
8,11. SANDRA AMAR MANCILLA,IND-UDI,,"0,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
11,RENOVACION NACIONAL,,19.0,"18,27%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,19.0,"18,27%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
16,AB.PARTIDO DE LA GENTE,,5.0,"4,81%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
18,PARTIDO DE LA GENTE,,5.0,"4,81%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,4.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,1.0,"0,96%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
24,AH.NUEVO PACTO SOCIAL,,7.0,"6,73%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
26,PARTIDO DEMOCRATA CRISTIANO,,4.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
27,15. NINEN GOMEZ VILLEGAS,PDC,4.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
30,PARTIDO SOCIALISTA DE CHILE,,3.0,"2,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,3.0,"2,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
35,AN.DIGNIDAD AHORA,,2.0,"1,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
37,PARTIDO HUMANISTA,,2.0,"1,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,2.0,"1,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
42,AR.APRUEBO DIGNIDAD,,26.0,"25,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
44,CONVERGENCIA SOCIAL,,26.0,"25,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,18.0,"17,31%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,8.0,"7,69%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
50,CANDIDATURA INDEPENDIENTE,,41.0,"39,42%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,41.0,"39,42%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
56,Válidamente Emitidos,,104.0,"83,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
57,Votos Nulos,,6.0,"4,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
58,Votos en Blanco,,6.0,"4,80%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
59,Total Votación,,125.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,127V (Descuadrada)
1,AA.CHILE PODEMOS +,,31.0,"25,41%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,7.0,"5,74%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,7.0,"5,74%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
7,UNION DEMOCRATA INDEPENDIENTE,,6.0,"4,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
8,11. SANDRA AMAR MANCILLA,IND-UDI,6.0,"4,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
11,RENOVACION NACIONAL,,18.0,"14,75%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,18.0,"14,75%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
16,AB.PARTIDO DE LA GENTE,,12.0,"9,84%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
18,PARTIDO DE LA GENTE,,12.0,"9,84%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,7.0,"5,74%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,5.0,"4,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
24,AH.NUEVO PACTO SOCIAL,,3.0,"2,46%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
26,PARTIDO DEMOCRATA CRISTIANO,,1.0,"0,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
27,15. NINEN GOMEZ VILLEGAS,PDC,1.0,"0,82%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
30,PARTIDO SOCIALISTA DE CHILE,,2.0,"1,64%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,2.0,"1,64%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
35,AN.DIGNIDAD AHORA,,3.0,"2,46%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
37,PARTIDO HUMANISTA,,3.0,"2,46%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,3.0,"2,46%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
42,AR.APRUEBO DIGNIDAD,,13.0,"10,66%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
44,CONVERGENCIA SOCIAL,,13.0,"10,66%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,8.0,"6,56%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,5.0,"4,10%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
50,CANDIDATURA INDEPENDIENTE,,60.0,"49,18%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,60.0,"49,18%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
56,Válidamente Emitidos,,122.0,"96,83%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
57,Votos Nulos,,1.0,"0,79%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
58,Votos en Blanco,,3.0,"2,38%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
59,Total Votación,,126.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,128V
1,AA.CHILE PODEMOS +,,26.0,"20,16%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,11.0,"8,53%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,11.0,"8,53%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
7,UNION DEMOCRATA INDEPENDIENTE,,5.0,"3,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
8,11. SANDRA AMAR MANCILLA,IND-UDI,5.0,"3,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
11,RENOVACION NACIONAL,,10.0,"7,75%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,10.0,"7,75%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
16,AB.PARTIDO DE LA GENTE,,12.0,"9,30%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
18,PARTIDO DE LA GENTE,,12.0,"9,30%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,3.0,"2,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,9.0,"6,98%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
24,AH.NUEVO PACTO SOCIAL,,8.0,"6,20%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
26,PARTIDO DEMOCRATA CRISTIANO,,3.0,"2,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
27,15. NINEN GOMEZ VILLEGAS,PDC,3.0,"2,33%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
30,PARTIDO SOCIALISTA DE CHILE,,5.0,"3,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,5.0,"3,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
35,AN.DIGNIDAD AHORA,,1.0,"0,78%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
37,PARTIDO HUMANISTA,,1.0,"0,78%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,1.0,"0,78%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
42,AR.APRUEBO DIGNIDAD,,28.0,"21,71%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
44,CONVERGENCIA SOCIAL,,28.0,"21,71%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
45,18. LUZ ANDREA BERMUDEZ SANDOVAL,CS,23.0,"17,83%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
46,19. JULIO GASTON CONTRERAS MUÑOZ,IND-CS,5.0,"3,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
50,CANDIDATURA INDEPENDIENTE,,54.0,"41,86%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
52,20. KARIM ANTONIO BIANCHI RETAMALES,IND,54.0,"41,86%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
56,Válidamente Emitidos,,129.0,"90,21%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
57,Votos Nulos,,7.0,"4,90%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
58,Votos en Blanco,,7.0,"4,90%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
59,Total Votación,,143.0,"100,00%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,129V
1,AA.CHILE PODEMOS +,,11.0,"10,58%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
3,PARTIDO REGIONALISTA INDEPENDIENTE DEMOCRATA,,5.0,"4,81%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
4,10. JUAN JOSE CLAUDIO ARCOS SRDANOVIC,PRI,5.0,"4,81%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
7,UNION DEMOCRATA INDEPENDIENTE,,4.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
8,11. SANDRA AMAR MANCILLA,IND-UDI,4.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
11,RENOVACION NACIONAL,,2.0,"1,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
12,12. ALEJANDRO JUAN KUSANOVIC GLUSEVIC,IND-RN,2.0,"1,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
16,AB.PARTIDO DE LA GENTE,,5.0,"4,81%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
18,PARTIDO DE LA GENTE,,5.0,"4,81%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
19,13. JESUS RODRIGO GUTIERREZ OLIVARES,PDG,3.0,"2,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
20,14. CARLA DANIELA AMTHAUER GONZALEZ,PDG,2.0,"1,92%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
24,AH.NUEVO PACTO SOCIAL,,4.0,"3,85%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
26,PARTIDO DEMOCRATA CRISTIANO,,1.0,"0,96%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
27,15. NINEN GOMEZ VILLEGAS,PDC,1.0,"0,96%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
30,PARTIDO SOCIALISTA DE CHILE,,3.0,"2,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
31,16. MARIA DE LOS ANGELES FLORES RODRIGUEZ,PS,3.0,"2,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
35,AN.DIGNIDAD AHORA,,3.0,"2,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
37,PARTIDO HUMANISTA,,3.0,"2,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
38,17. JUAN DEL KARANO MARQUEZ BORQUEZ,IND-PH,3.0,"2,88%",,DE MAGALLANES Y DE LA ANTARTICA CHILENA,DISTRITO 28,PUNTA ARENAS,PUNTA ARENAS,LICEO SAN JOSE,130V (Descuadrada)
